School Name,State Name [Public School] Latest available year,County Name [Public School] 2018-19,County Number [Public School] 2018-19,Male Students [Public School] 2018-19,Female Students [Public School] 2018-19,American Indian/Alaska Native Students [Public School] 2018-19,Asian or Asian/Pacific Islander Students [Public School] 2018-19,Hispanic Students [Public School] 2018-19,Black Students [Public School] 2018-19,White Students [Public School] 2018-19,Hawaiian Nat./Pacific Isl. Students [Public School] 2018-19,Two or More Races Students [Public School] 2018-19,Total Race/Ethnicity [Public School] 2018-19,Full-Time Equivalent (FTE) Teachers [Public School] 2018-19,Pupil/Teacher Ratio [Public School] 2018-19,Latitude [Public School] 2018-19,Longitude [Public School] 2018-19,CSA ID [District] 2018-19,Total Students All Grades (Excludes AE) [Public School] 2018-19,Free Lunch Eligible [Public School] 2018-19,Reduced-price Lunch Eligible Students [Public School] 2018-19,Free and Reduced Lunch Students [Public School] 2018-19
SYLMAR BIOTECH HEALTH ACADEMY,CALIFORNIA,Los Angeles County,="06037",135,132,1,5,253,2,5,1,–,267,16.00,16.69,34.307378,-118.442192,348,267,262,2,264
SYLMAR CHARTER HIGH,California,Los Angeles County,="06037",818,734,3,19,1459,20,49,2,–,1552,71.00,21.86,34.307378,-118.442192,348,1552,1128,165,1293
SYLMAR ELEMENTARY,California,Los Angeles County,="06037",296,250,2,3,527,6,7,–,1,546,24.00,22.75,34.312258,-118.447110,348,546,449,29,478
SYLMAR LEADERSHIP ACADEMY,California,Los Angeles County,="06037",473,418,4,16,810,28,31,–,2,891,42.00,21.21,34.318620,-118.449471,348,891,601,77,678
SYLVAN ELEMENTARY,California,Stanislaus County,="06099",211,202,2,33,201,20,122,2,33,413,17.00,24.29,37.680971,-120.975236,382,413,232,28,260
SYLVAN MIDDLE,California,Sacramento County,="06067",430,377,4,31,257,47,413,6,49,807,33.48,24.10,38.694297,-121.292951,472,807,478,73,551
SYLVAN PARK ELEMENTARY,California,Los Angeles County,="06037",407,397,1,13,750,10,24,2,4,804,35.00,22.97,34.183455,-118.461481,348,804,720,26,746
SYLVANDALE MIDDLE,California,Santa Clara County,="06085",281,293,1,222,328,8,6,4,5,574,26.00,22.08,37.288678,-121.824214,488,574,373,62,435
SYLVIA CASSELL ELEMENTARY,California,Santa Clara County,="06085",196,193,1,57,323,2,1,1,4,389,17.00,22.88,37.344746,-121.829804,488,389,273,67,340
SYLVIA MENDEZ ELEMENTARY,California,Alameda County,="06001",178,220,–,9,205,48,100,–,36,398,19.28,20.64,37.857756,-122.262349,488,398,109,16,125
SYNERGY CHARTER ACADEMY,CALIFORNIA,Los Angeles County,="06037",164,147,–,–,306,4,–,–,1,311,12.00,25.92,34.014047,-118.259976,348,311,278,24,302
SYNERGY KINETIC ACADEMY,CALIFORNIA,Los Angeles County,="06037",220,254,–,–,470,3,1,–,–,474,21.25,22.31,34.015290,-118.248301,348,474,451,16,467
SYNERGY QUANTUM ACADEMY,CALIFORNIA,Los Angeles County,="06037",285,268,–,–,548,3,2,–,–,553,34.00,16.26,33.994066,-118.267978,348,553,516,24,540
T. L. WAGGONER ELEMENTARY,California,Imperial County,="06025",487,424,–,16,788,7,86,1,13,911,36.00,25.31,32.821303,-115.587232,†,911,354,61,415
T. L. WHITEHEAD ELEMENTARY,California,Yolo County,="06113",201,210,–,24,310,4,58,2,13,411,16.00,25.69,38.669989,-121.794717,472,411,260,19,279
T. R. SMEDBERG MIDDLE,California,Sacramento County,="06067",623,557,11,442,309,144,181,19,74,1180,53.92,21.88,38.459204,-121.347539,472,1180,628,155,783
T. S. MACQUIDDY ELEMENTARY,California,Santa Cruz County,="06087",326,278,1,9,547,2,43,–,2,604,26.00,23.23,36.926847,-121.751163,488,604,496,20,516
T.H.E LEADERSHIP ACADEMY,California,San Diego County,="06073",350,333,5,27,460,9,126,8,48,683,28.00,24.39,33.218288,-117.270059,†,683,346,94,440
TAAWILA ELEMENTARY,CALIFORNIA,Riverside County,="06065",140,141,–,13,111,22,117,2,16,281,13.00,21.62,33.680177,-117.214982,348,281,64,17,81
TABLE MOUNTAIN,California,Butte County,="06007",13,2,="0",1,5,1,7,="0",1,15,2.27,6.61,39.529781,-121.570041,†,15,12,="0",12
TAFT CHARTER HIGH,California,Los Angeles County,="06037",1195,1143,11,248,902,201,974,1,1,2338,97.00,24.10,34.168308,-118.572889,348,2338,1158,285,1443
TAFT ELEMENTARY,California,Orange County,="06059",278,286,–,6,517,4,34,–,3,564,19.49,28.94,33.818045,-117.843561,348,564,459,41,500
TAFT ELEMENTARY,California,Orange County,="06059",276,268,3,27,478,3,25,1,7,544,29.00,18.76,33.696198,-117.875654,348,544,379,48,427
TAFT ELEMENTARY,California,San Mateo County,="06081",153,126,–,1,272,1,4,1,–,279,12.00,23.25,37.480963,-122.194322,488,279,220,31,251
TAFT ELEMENTARY,California,San Joaquin County,="06077",235,237,6,49,344,46,14,–,13,472,14.83,31.83,37.914271,-121.284685,488,472,356,19,375
TAFT HIGH,California,Fresno County,="06019",35,28,="0",="0",60,="0",3,="0",="0",63,3.54,17.80,36.705406,-119.562577,260,63,49,="0",49
TAFT MIDDLE,California,San Diego County,="06073",269,193,4,53,149,91,90,3,72,462,23.80,19.41,32.801706,-117.130377,†,462,217,77,294
TAFT PRIMARY,California,Kern County,="06029",122,109,–,3,134,2,75,1,16,231,11.00,21.00,35.142742,-119.453971,†,231,171,20,191
TAFT UNION HIGH,California,Kern County,="06029",468,472,12,5,483,3,404,6,27,940,50.01,18.80,35.146256,-119.460383,†,940,552,53,605
TAHOE ELEMENTARY,California,Sacramento County,="06067",203,178,3,28,170,62,65,9,44,381,17.27,22.06,38.545680,-121.435565,472,381,263,48,311
TAHOE LAKE ELEMENTARY,California,Placer County,="06061",130,116,1,1,79,1,152,1,11,246,13.00,18.92,39.129592,-120.165399,472,246,89,12,101
TAHOE TRUCKEE HIGH,California,Nevada County,="06057",394,353,1,5,245,4,462,–,30,747,37.87,19.73,39.324736,-120.216412,472,747,199,30,229
TAHOE VALLEY ELEMENTARY,California,El Dorado County,="06017",196,205,4,18,156,7,190,2,24,401,21.05,19.05,38.921989,-120.003591,472,401,253,34,287
TAHQUITZ HIGH,California,Riverside County,="06065",852,819,14,33,1115,181,287,4,37,1671,74.90,22.31,33.768317,-117.018350,348,1671,1204,219,1423
TALBERT (SAMUEL E.) MIDDLE,California,Orange County,="06059",383,361,4,124,126,7,435,3,45,744,28.01,26.56,33.681156,-117.969211,348,744,132,20,152
TAMALPAIS HIGH,California,Marin County,="06041",797,794,5,135,165,52,1104,10,120,1591,85.16,18.68,37.891238,-122.529632,488,1591,146,9,155
TAMALPAIS VALLEY ELEMENTARY,California,Marin County,="06041",251,201,–,16,38,1,353,–,44,452,21.00,21.52,37.873999,-122.528106,488,452,15,="0",15
TAMARACK ELEMENTARY,California,Kings County,="06031",247,221,–,2,458,–,8,–,–,468,18.00,26.00,35.997845,-120.125279,546,468,417,9,426
TAMARISK ELEMENTARY,California,Los Angeles County,="06037",423,362,6,5,558,173,22,5,16,785,29.00,27.07,34.583062,-118.095420,348,785,729,35,764
TAMISCAL HIGH (ALTERNATIVE),California,Marin County,="06041",41,83,–,7,16,1,94,–,6,124,11.43,10.85,37.937771,-122.529838,488,124,7,1,8
TAMURA (HISAMATSU) ELEMENTARY,California,Orange County,="06059",294,291,–,323,91,1,142,3,25,585,22.00,26.59,33.710928,-117.975560,348,585,92,12,104
TAPER AVENUE ELEMENTARY,California,Los Angeles County,="06037",367,379,3,73,421,49,196,4,–,746,33.00,22.61,33.762181,-118.298347,348,746,294,88,382
TARA HILLS ELEMENTARY,California,Contra Costa County,="06013",232,216,2,66,228,96,38,2,16,448,17.00,26.35,37.994047,-122.313105,488,448,265,47,312
TARPEY ELEMENTARY,California,Fresno County,="06019",378,352,8,126,388,33,151,4,20,730,26.00,28.08,36.802497,-119.710174,260,730,542,77,619
TARZANA ELEMENTARY,California,Los Angeles County,="06037",176,157,–,21,168,37,103,2,2,333,15.00,22.20,34.174999,-118.545776,348,333,240,30,270
TASSAJARA HILLS ELEMENTARY,California,Contra Costa County,="06013",258,234,1,161,46,4,228,–,52,492,19.00,25.89,37.800792,-121.879265,488,492,23,1,24
TAYLION HIGH DESERT ACADEMY/ADELANTO,CALIFORNIA,San Bernardino County,="06071",210,227,3,3,327,36,60,1,7,437,20.25,21.58,34.579681,-117.417814,348,437,341,24,365
TAYLOR (BERTHA) ELEMENTARY,California,Santa Clara County,="06085",360,323,2,206,179,15,204,5,72,683,25.50,26.78,37.230234,-121.808466,488,683,96,14,110
TAYLOR (EDWARD R.) ELEMENTARY,California,San Francisco County,="06075",350,296,–,382,187,23,6,2,46,646,27.50,23.49,37.727545,-122.407116,488,646,440,87,527
TAYLOR (IDA REDMOND) ELEMENTARY,California,Santa Barbara County,="06083",502,416,–,50,782,6,71,–,9,918,40.25,22.81,34.974394,-120.422871,†,918,607,93,700
TAYLOR LEADERSHIP ACADEMY,California,San Joaquin County,="06077",233,235,9,90,246,87,9,3,24,468,15.08,31.03,37.923831,-121.301566,488,468,373,23,396
TAYLOR MIDDLE,California,San Mateo County,="06081",422,403,–,435,162,9,146,19,54,825,38.90,21.21,37.598217,-122.401136,488,825,210,24,234
TAYLOR MOUNTAIN ELEMENTARY,California,Sonoma County,="06097",236,203,9,9,357,3,50,2,9,439,17.90,24.53,38.401180,-122.709271,488,439,315,48,363
TAYLOR STREET ELEMENTARY,California,Sacramento County,="06067",104,105,5,39,93,48,16,5,3,209,9.00,23.22,38.647139,-121.451614,472,209,175,22,197
TEACH ACADEMY OF TECHNOLOGIES,CALIFORNIA,Los Angeles County,="06037",204,226,2,1,288,134,2,–,3,430,16.00,26.88,33.944020,-118.309361,348,430,381,22,403
TEACH ELEMENTARY,California,San Luis Obispo County,="06079",82,74,–,19,21,–,105,–,11,156,5.00,31.20,35.295140,-120.654421,†,156,21,2,23
TEACH PREP MILDRED S. CUNNINGHAM & EDITH H. MORRIS ELEM,CALIFORNIA,Los Angeles County,="06037",42,38,="0",1,48,31,="0",="0",="0",80,3.00,26.67,33.945250,-118.308141,348,80,65,10,75
TEACH TECH CHARTER HIGH,CALIFORNIA,Los Angeles County,="06037",181,184,1,–,226,135,1,–,2,365,14.60,25.00,33.939465,-118.308770,348,365,310,28,338
TEAGUE ELEMENTARY,California,Fresno County,="06019",334,357,9,71,469,94,35,1,12,691,26.00,26.58,36.802800,-119.890111,260,691,590,59,649
TEAM CHARTER,CALIFORNIA,San Joaquin County,="06077",393,372,2,26,525,140,24,1,47,765,35.00,21.86,37.953470,-121.282461,488,765,633,52,685
TEAM CHARTER ACADEMY,CALIFORNIA,San Joaquin County,="06077",102,95,–,9,144,30,9,–,5,197,6.00,32.83,37.953250,-121.283471,488,197,157,19,176
TECHNOLOGY HIGH,California,Sonoma County,="06097",200,126,1,20,68,1,129,1,106,326,14.69,22.19,38.340137,-122.674046,488,326,46,7,53
TECHNOLOGY MIDDLE,California,Sonoma County,="06097",204,192,–,16,230,12,86,2,50,396,21.46,18.45,38.338410,-122.699968,488,396,207,42,249
TECOPA-FRANCIS ELEMENTARY,California,Inyo County,="06027",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",–,†,35.848816,-116.216935,†,="0",–,–,–
TED PORTER ELEMENTARY,California,San Bernardino County,="06071",392,330,–,6,637,50,19,1,9,722,29.93,24.12,34.102012,-117.411001,348,722,514,63,577
TEHACHAPI HIGH,California,Kern County,="06029",658,591,5,26,396,21,791,2,8,1249,55.04,22.69,35.121683,-118.434471,†,1249,390,59,449
TEHAMA COUNTY ROP,California,Tehama County,="06103",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",–,†,40.178311,-122.245492,454,="0",–,–,–
TEHAMA COUNTY SPECIAL EDUCATION,California,Tehama County,="06103",26,15,="0",1,10,1,26,="0",3,41,5.00,8.20,40.178246,-122.245627,454,41,12,1,13
TEHAMA ELEARNING ACADEMY,California,Tehama County,="06103",46,55,4,2,24,="0",65,="0",6,101,4.40,22.95,40.175207,-122.240793,454,101,70,11,81
TEHAMA OAKS HIGH,California,Tehama County,="06103",15,3,="0",="0",5,1,10,="0",2,18,2.00,9.00,40.169724,-122.254833,454,18,15,="0",15
TEHIPITE MIDDLE,California,Fresno County,="06019",265,231,7,30,409,28,16,–,6,496,22.00,22.55,36.751880,-119.778889,260,496,404,80,484
TELESIS ACADEMY OF SCIENCE & MATH,California,Los Angeles County,="06037",393,390,–,95,637,23,18,1,9,783,31.33,24.99,34.006367,-117.883833,348,783,539,90,629
TELFAIR AVENUE ELEMENTARY,California,Los Angeles County,="06037",354,320,–,1,662,1,9,–,1,674,31.00,21.74,34.268560,-118.431917,348,674,579,25,604
TEMECULA ELEMENTARY,California,Riverside County,="06065",358,329,8,63,388,41,111,4,72,687,29.00,23.69,33.510660,-117.141745,348,687,402,71,473
TEMECULA INTERNATIONAL ACADEMY,CALIFORNIA,Riverside County,="06065",73,93,="0",7,43,9,73,1,33,166,12.00,13.83,33.526614,-117.113285,348,166,22,="0",22
TEMECULA LUISENO ELEMENTARY,California,Riverside County,="06065",450,437,8,115,275,21,366,1,101,887,37.00,23.97,33.464049,-117.107686,348,887,161,42,203
TEMECULA MIDDLE,California,Riverside County,="06065",648,607,3,69,358,24,685,1,115,1255,49.48,25.36,33.503276,-117.096743,348,1255,216,47,263
TEMECULA PREPARATORY,CALIFORNIA,Riverside County,="06065",550,505,2,109,339,31,467,–,107,1055,48.80,21.62,33.604272,-117.085770,348,1055,166,59,225
TEMECULA VALLEY CHARTER,CALIFORNIA,Riverside County,="06065",278,284,1,19,208,16,270,–,48,562,22.00,25.55,33.604677,-117.086103,348,562,56,="0",56
TEMECULA VALLEY HIGH,California,Riverside County,="06065",1450,1464,19,203,957,75,1424,8,228,2914,106.42,27.38,33.502191,-117.118111,348,2914,667,125,792
TEMESCAL CANYON HIGH,California,Riverside County,="06065",1098,1059,7,117,1078,111,693,5,146,2157,96.28,22.40,33.703253,-117.347853,348,2157,907,252,1159
TEMESCAL VALLEY ELEMENTARY,California,Riverside County,="06065",497,429,1,124,363,60,330,1,47,926,35.00,26.46,33.786424,-117.498074,348,926,220,59,279
TEMPERANCE-KUTNER ELEMENTARY,California,Fresno County,="06019",378,326,3,257,328,28,76,–,12,704,25.50,27.61,36.756995,-119.672439,260,704,473,91,564
TEMPLE (ROGER W.) INTERMEDIATE,California,Los Angeles County,="06037",220,196,–,218,190,2,4,–,2,416,24.01,17.33,34.058377,-118.082778,348,416,323,36,359
TEMPLE ACADEMY,California,Los Angeles County,="06037",126,138,–,8,250,2,3,–,1,264,11.00,24.00,34.038101,-117.963062,348,264,199,33,232
TEMPLE CITY ALTERNATIVE,California,Los Angeles County,="06037",6,8,="0",4,5,2,3,="0",="0",14,1.00,14.00,34.094132,-118.067217,348,14,3,1,4
TEMPLE CITY HIGH,California,Los Angeles County,="06037",1020,929,2,1339,383,4,169,2,50,1949,80.20,24.30,34.118171,-118.063991,348,1949,664,96,760
TEMPLETON ELEMENTARY,California,San Luis Obispo County,="06079",254,239,–,8,116,1,321,–,47,493,19.00,25.95,35.546741,-120.709551,†,493,104,7,111
TEMPLETON HIGH,California,San Luis Obispo County,="06079",401,333,1,9,156,5,508,2,53,734,33.90,21.65,35.542247,-120.711725,†,734,101,9,110
TEMPLETON HOME,California,San Luis Obispo County,="06079",16,25,1,–,5,–,29,–,6,41,1.83,22.40,35.544746,-120.711375,†,41,15,1,16
TEMPLETON INDEPENDENT STUDY HIGH,California,San Luis Obispo County,="06079",30,41,–,1,14,–,46,–,10,71,4.00,17.75,35.544746,-120.711375,†,71,21,1,22
TEMPLETON MIDDLE,California,San Luis Obispo County,="06079",286,276,1,4,135,–,383,1,38,562,22.48,25.00,35.545826,-120.710066,†,562,99,15,114
TENAYA ELEMENTARY,California,Tuolumne County,="06109",101,97,1,3,34,7,152,–,1,198,10.40,19.04,37.835249,-120.220634,†,198,107,5,112
TENAYA MIDDLE,California,Merced County,="06047",310,283,1,24,510,26,25,–,7,593,18.66,31.78,37.292153,-120.492875,382,593,499,32,531
TENAYA MIDDLE,California,Fresno County,="06019",503,413,6,42,509,112,212,6,29,916,42.00,21.81,36.823804,-119.813998,260,916,451,184,635
TENDERLOIN COMMUNITY,California,San Francisco County,="06075",152,162,–,66,127,34,41,–,46,314,14.60,21.51,37.781882,-122.420018,488,314,244,27,271
TENNYSON HIGH,California,Alameda County,="06001",784,639,7,198,1020,90,43,56,9,1423,69.20,20.56,37.641825,-122.066415,488,1423,978,108,1086
TENTH STREET ELEMENTARY,California,Los Angeles County,="06037",301,308,1,="0",590,9,8,="0",1,609,27.00,22.56,34.048202,-118.273344,348,609,575,13,588
TEOFILO MENDOZA,California,San Diego County,="06073",396,395,–,25,687,25,33,5,16,791,33.00,23.97,32.577413,-117.089496,†,791,563,64,627
TERESA BURKE ELEMENTARY,California,Kern County,="06029",385,377,–,1,725,19,15,–,2,762,29.25,26.05,35.579182,-119.340827,†,762,629,23,652
TERESA HUGHES ELEMENTARY,California,Los Angeles County,="06037",406,351,1,5,736,1,12,–,2,757,33.00,22.94,33.965862,-118.193069,348,757,665,44,709
TERRA BELLA ELEMENTARY,California,Tulare County,="06107",315,275,–,5,565,1,18,–,1,590,28.00,21.07,35.959521,-119.039509,546,590,532,="0",532
TERRA COTTA MIDDLE,California,Riverside County,="06065",571,588,3,29,856,39,192,–,40,1159,48.27,24.01,33.694036,-117.392760,348,1159,744,145,889
TERRA LINDA HIGH,California,Marin County,="06041",656,574,6,84,533,18,539,3,47,1230,57.10,21.54,38.000298,-122.554200,488,1230,431,46,477
TERRA NOVA HIGH,California,San Mateo County,="06081",389,423,7,126,231,10,303,17,118,812,40.55,20.02,37.595206,-122.475509,488,812,129,4,133
TERRA VISTA ELEMENTARY,California,San Bernardino County,="06071",493,489,3,191,383,97,220,14,74,982,31.40,31.27,34.117376,-117.551075,348,982,344,38,382
TERRACE ELEMENTARY,California,Riverside County,="06065",354,333,–,2,647,17,14,2,5,687,28.00,24.54,33.950993,-117.467930,348,687,501,107,608
TERRACE ELEMENTARY,California,Kern County,="06029",291,239,–,57,461,1,7,–,4,530,22.33,23.73,35.782570,-119.241439,†,530,399,20,419
TERRACE HILLS MIDDLE,California,San Bernardino County,="06071",516,478,1,46,714,98,114,3,18,994,46.39,21.43,34.029670,-117.311969,348,994,580,101,681
TERRACE MIDDLE,California,Lake County,="06033",290,268,58,14,192,4,265,1,24,558,25.78,21.64,39.059807,-122.917587,†,558,324,42,366
TERRACE VIEW ELEMENTARY,California,San Bernardino County,="06071",433,396,6,24,559,36,197,–,7,829,33.00,25.12,34.042014,-117.308683,348,829,314,74,388
TERRELL ELEMENTARY,California,Santa Clara County,="06085",193,206,1,47,222,22,73,1,33,399,14.85,26.87,37.270856,-121.869465,488,399,182,33,215
TERRY ELEMENTARY,California,Fresno County,="06019",86,100,1,8,162,–,12,1,2,186,7.90,23.54,36.548019,-119.682299,260,186,160,12,172
TESORO DEL VALLE ELEMENTARY,California,Los Angeles County,="06037",318,275,1,132,104,28,306,2,20,593,22.00,26.95,34.469085,-118.558196,348,593,76,8,84
TESORO HIGH,California,Orange County,="06059",1242,1272,9,325,359,33,1633,3,152,2514,97.96,25.66,33.581934,-117.612538,348,2514,180,20,200
TETZLAFF (MARTIN B.) MIDDLE,California,Los Angeles County,="06037",306,340,1,230,250,78,52,3,32,646,25.00,25.84,33.847827,-118.068241,348,646,215,50,265
TEVIS JUNIOR HIGH,California,Kern County,="06029",422,369,6,49,427,72,210,5,22,791,30.14,26.24,35.321682,-119.099533,†,791,355,67,422
THE ACADEMY,California,Santa Clara County,="06085",3,3,="0",1,4,="0",1,="0",="0",6,1.00,6.00,37.266977,-121.812602,488,6,‡,‡,‡
THE ACADEMY OF ALAMEDA,CALIFORNIA,Alameda County,="06001",249,245,–,134,97,60,107,2,94,494,20.90,23.64,37.776560,-122.285351,488,494,191,45,236
THE ACADEMY OF ALAMEDA ELEMENTARY,CALIFORNIA,Alameda County,="06001",129,122,="0",69,52,24,54,2,50,251,10.00,25.10,37.776560,-122.285351,488,251,87,27,114
THE CITY,CALIFORNIA,Los Angeles County,="06037",179,163,1,20,84,54,139,="0",44,342,12.60,27.14,34.022000,-118.371282,348,342,69,16,85
THE EDUCATION CORPS,CALIFORNIA,Los Angeles County,="06037",135,100,1,1,202,23,–,–,8,235,8.10,29.01,33.823370,-118.185391,348,235,201,16,217
THE HEIGHTS CHARTER,CALIFORNIA,San Diego County,="06073",123,121,–,3,31,2,192,–,16,244,14.00,17.43,32.835100,-116.755301,†,244,27,2,29
THE HIGH SCHOOL AT MOORPARK COLLEGE,California,Ventura County,="06111",18,42,1,7,8,3,41,–,–,60,3.00,20.00,34.300809,-118.833670,348,60,4,1,5
THE LANGUAGE ACADEMY OF SACRAMENTO,CALIFORNIA,Sacramento County,="06067",279,325,–,2,563,13,19,–,7,604,31.00,19.48,38.548770,-121.451361,472,604,389,53,442
THE LEARNING CHOICE ACADEMY - EAST COUNTY,CALIFORNIA,San Diego County,="06073",†,†,†,†,†,†,†,†,†,†,–,–,32.755682,-117.013531,†,†,†,†,†
THE MET,California,Sacramento County,="06067",142,133,1,11,115,27,96,1,24,275,13.55,20.30,38.567579,-121.501554,472,275,134,30,164
THE NEW SCHOOL OF SAN FRANCISCO,CALIFORNIA,San Francisco County,="06075",136,99,3,38,49,12,124,1,8,235,18.40,12.77,37.761670,-122.400811,488,235,23,4,27
THE O'FARRELL CHARTER,CALIFORNIA,San Diego County,="06073",896,955,2,353,1017,300,45,15,119,1851,88.01,21.03,32.702116,-117.065832,†,1851,958,211,1169
THELMA BEDELL ELEMENTARY,California,Ventura County,="06111",126,142,–,–,248,1,19,–,–,268,14.00,19.14,34.374535,-119.062585,348,268,168,37,205
THEODORE BIRD HIGH,California,Tuolumne County,="06109",21,28,1,1,7,–,35,1,4,49,2.00,24.50,37.981807,-120.379607,†,49,16,1,17
THEODORE JUDAH ELEMENTARY,California,Sacramento County,="06067",275,298,5,24,170,29,286,–,59,573,24.00,23.88,38.577409,-121.451456,472,573,144,46,190
THEODORE JUDAH ELEMENTARY,California,Sacramento County,="06067",303,316,1,245,121,13,172,1,66,619,24.00,25.79,38.677923,-121.164427,472,619,166,15,181
THEODORE ROOSEVELT,California,Los Angeles County,="06037",316,303,–,5,547,47,8,6,6,619,26.00,23.81,33.910910,-118.156805,348,619,519,74,593
THEODORE ROOSEVELT ELEMENTARY,California,Orange County,="06059",319,253,4,6,557,–,4,–,1,572,24.00,23.83,33.741482,-117.858791,348,572,499,40,539
THEODORE ROOSEVELT ELEMENTARY,California,Riverside County,="06065",272,257,1,5,482,7,8,–,26,529,22.00,24.05,33.708491,-116.213154,348,529,467,31,498
THEODORE ROOSEVELT ELEMENTARY,California,Fresno County,="06019",352,363,–,19,649,1,43,2,1,715,30.39,23.53,36.576638,-119.608130,260,715,549,40,589
THEODORE ROOSEVELT ELEMENTARY,California,Los Angeles County,="06037",324,308,5,44,167,6,336,–,74,632,25.00,25.28,34.166388,-118.344716,348,632,83,15,98
THEODORE ROOSEVELT MIDDLE,California,Los Angeles County,="06037",398,358,–,80,349,7,312,–,8,756,38.48,19.65,34.134248,-118.252281,348,756,555,93,648
THEODORE ROOSEVELT SENIOR HIGH,California,Los Angeles County,="06037",677,601,–,6,1261,4,7,–,–,1278,65.34,19.56,34.038480,-118.210926,348,1278,1152,61,1213
THEODORE VICK ELEMENTARY,California,San Bernardino County,="06071",263,271,2,2,343,116,35,3,33,534,21.00,25.43,34.512791,-117.431802,348,534,411,44,455
